Barèmes;;;;;;;
2026;;;;;;;
Montant du diviseur;;0;;;;;
;;;;;;;
;;;;;;;
Canton-Id;Canton;Type d'impôt;Sujet fiscal;Autorité fiscale;Pour les prochains CHF;En plus %;
7;NW;Impôt sur le revenu;Tous;Canton;11 600;0;
7;NW;Impôt sur le revenu;Tous;Canton;2 400;0,5;
7;NW;Impôt sur le revenu;Tous;Canton;1 200;1;
7;NW;Impôt sur le revenu;Tous;Canton;1 200;1,2;
7;NW;Impôt sur le revenu;Tous;Canton;1 200;1,4;
7;NW;Impôt sur le revenu;Tous;Canton;1 200;1,6;
7;NW;Impôt sur le revenu;Tous;Canton;1 200;1,8;
7;NW;Impôt sur le revenu;Tous;Canton;1 200;2;
7;NW;Impôt sur le revenu;Tous;Canton;1 200;2,2;
7;NW;Impôt sur le revenu;Tous;Canton;1 200;2,4;
7;NW;Impôt sur le revenu;Tous;Canton;1 200;2,6;
7;NW;Impôt sur le revenu;Tous;Canton;8 000;2,8;
7;NW;Impôt sur le revenu;Tous;Canton;17 300;2,9;
7;NW;Impôt sur le revenu;Tous;Canton;31 200;3;
7;NW;Impôt sur le revenu;Tous;Canton;34 700;3,1;
7;NW;Impôt sur le revenu;Tous;Canton;32 800;3,2;
7;NW;Impôt sur le revenu;Tous;Canton;17 200;3,3;
7;NW;Impôt sur le revenu;Tous;Canton;999 999 999;2,75;
;;;;;;;
Barèmes;;;;;;;
2026;;;;;;;
Montant du diviseur;;0;;;;;
;;;;;;;
;;;;;;;
Canton-Id;Canton;Type d'impôt;Sujet fiscal;Autorité fiscale;Taux d'imposition;;
6;OW;Impôt sur le revenu;Tous;Canton;1,8;;
;;;;;;;
Barèmes;;;;;;;
2025;;;;;;;
Montant du diviseur;;2;;;;;
;;;;;;;
;;;;;;;
Canton-Id;Canton;Type d'impôt;Sujet fiscal;Autorité fiscale;Pour les prochains CHF;En plus %;
17;SG;Impôt sur le revenu;Tous;Canton;11 600;0;
17;SG;Impôt sur le revenu;Tous;Canton;4 200;4;
17;SG;Impôt sur le revenu;Tous;Canton;18 000;6;
17;SG;Impôt sur le revenu;Tous;Canton;26 400;8;
17;SG;Impôt sur le revenu;Tous;Canton;38 100;9,2;
17;SG;Impôt sur le revenu;Tous;Canton;165 900;9,4;
17;SG;Impôt sur le revenu;Tous;Canton;999 999 999;8,5;
;;;;;;;
Barèmes;;;;;;;
2026;;;;;;;
Montant du diviseur;;1,9;;;;;
;;;;;;;
;;;;;;;
Canton-Id;Canton;Type d'impôt;Sujet fiscal;Autorité fiscale;Revenu imposable Confédération;En plus %;Montant de base CHF
14;SH;Impôt sur le revenu;Tous;Canton;0;0;0
14;SH;Impôt sur le revenu;Tous;Canton;6 300;1;0
14;SH;Impôt sur le revenu;Tous;Canton;6 600;2;3
14;SH;Impôt sur le revenu;Tous;Canton;8 300;3;37
14;SH;Impôt sur le revenu;Tous;Canton;10 400;4;100
14;SH;Impôt sur le revenu;Tous;Canton;12 700;5;192
14;SH;Impôt sur le revenu;Tous;Canton;20 600;6;587
14;SH;Impôt sur le revenu;Tous;Canton;28 500;7;1 061
14;SH;Impôt sur le revenu;Tous;Canton;36 400;8;1 614
14;SH;Impôt sur le revenu;Tous;Canton;44 300;9;2 246
14;SH;Impôt sur le revenu;Tous;Canton;56 900;10;3 380
14;SH;Impôt sur le revenu;Tous;Canton;69 500;11;4 640
14;SH;Impôt sur le revenu;Tous;Canton;141 000;12;12 505
14;SH;Impôt sur le revenu;Tous;Canton;210 100;9,9;20 797
14;SH;Impôt sur le revenu;Tous;Canton;210 200;9,9;20 807
;;;;;;;
Barèmes;;;;;;;
2026;;;;;;;
Montant du diviseur;;1,9;;;;;
;;;;;;;
;;;;;;;
Canton-Id;Canton;Type d'impôt;Sujet fiscal;Autorité fiscale;Pour les prochains CHF;En plus %;
5;SZ;Impôt sur le revenu;Marié(e);Canton;1 500;0,25;
5;SZ;Impôt sur le revenu;Marié(e);Canton;1 300;0,5;
5;SZ;Impôt sur le revenu;Marié(e);Canton;1 100;0,75;
5;SZ;Impôt sur le revenu;Marié(e);Canton;1 000;1;
5;SZ;Impôt sur le revenu;Marié(e);Canton;1 000;1,25;
5;SZ;Impôt sur le revenu;Marié(e);Canton;1 100;1,5;
5;SZ;Impôt sur le revenu;Marié(e);Canton;1 300;1,75;
5;SZ;Impôt sur le revenu;Marié(e);Canton;1 800;2;
5;SZ;Impôt sur le revenu;Marié(e);Canton;2 400;2,25;
5;SZ;Impôt sur le revenu;Marié(e);Canton;3 600;2,5;
5;SZ;Impôt sur le revenu;Marié(e);Canton;5 900;2,75;
5;SZ;Impôt sur le revenu;Marié(e);Canton;8 200;3;
5;SZ;Impôt sur le revenu;Marié(e);Canton;10 500;3,25;
5;SZ;Impôt sur le revenu;Marié(e);Canton;11 600;3,5;
5;SZ;Impôt sur le revenu;Marié(e);Canton;9 300;3,65;
5;SZ;Impôt sur le revenu;Marié(e);Canton;197 200;3,9;
5;SZ;Impôt sur le revenu;Marié(e);Canton;174 700;7;
5;SZ;Impôt sur le revenu;Marié(e);Canton;999 999 999;5;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;1 500;0,25;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;1 300;0,5;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;1 100;0,75;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;1 000;1;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;1 000;1,25;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;1 100;1,5;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;1 300;1,75;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;1 800;2;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;2 400;2,25;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;3 600;2,5;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;5 900;2,75;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;8 200;3;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;10 500;3,25;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;11 600;3,5;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;9 300;3,65;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;197 200;3,9;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;174 700;7;
5;SZ;Impôt sur le revenu;Personne vivant seule;Canton;999 999 999;5;
5;SZ;Impôt sur le revenu;Marié(e);Commune;1 500;0,25;
5;SZ;Impôt sur le revenu;Marié(e);Commune;1 300;0,5;
5;SZ;Impôt sur le revenu;Marié(e);Commune;1 100;0,75;
5;SZ;Impôt sur le revenu;Marié(e);Commune;1 000;1;
5;SZ;Impôt sur le revenu;Marié(e);Commune;1 000;1,25;
5;SZ;Impôt sur le revenu;Marié(e);Commune;1 100;1,5;
5;SZ;Impôt sur le revenu;Marié(e);Commune;1 300;1,75;
5;SZ;Impôt sur le revenu;Marié(e);Commune;1 800;2;
5;SZ;Impôt sur le revenu;Marié(e);Commune;2 400;2,25;
5;SZ;Impôt sur le revenu;Marié(e);Commune;3 600;2,5;
5;SZ;Impôt sur le revenu;Marié(e);Commune;5 900;2,75;
5;SZ;Impôt sur le revenu;Marié(e);Commune;8 200;3;
5;SZ;Impôt sur le revenu;Marié(e);Commune;10 500;3,25;
5;SZ;Impôt sur le revenu;Marié(e);Commune;11 600;3,5;
5;SZ;Impôt sur le revenu;Marié(e);Commune;9 300;3,65;
5;SZ;Impôt sur le revenu;Marié(e);Commune;197 200;3,9;
5;SZ;Impôt sur le revenu;Marié(e);Commune;999 999 999;3,65;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;1 500;0,25;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;1 300;0,5;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;1 100;0,75;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;1 000;1;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;1 000;1,25;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;1 100;1,5;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;1 300;1,75;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;1 800;2;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;2 400;2,25;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;3 600;2,5;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;5 900;2,75;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;8 200;3;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;10 500;3,25;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;11 600;3,5;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;9 300;3,65;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;197 200;3,9;
5;SZ;Impôt sur le revenu;Personne vivant seule;Commune;999 999 999;3,65;
;;;;;;;
Barèmes;;;;;;;
2026;;;;;;;
Montant du diviseur;;1,9;;;;;
;;;;;;;
;;;;;;;
Canton-Id;Canton;Type d'impôt;Sujet fiscal;Autorité fiscale;Revenu imposable Confédération;En plus %;Montant de base CHF
11;SO;Impôt sur le revenu;Tous;Canton;0;0;0
11;SO;Impôt sur le revenu;Tous;Canton;12 400;4,5;0
11;SO;Impôt sur le revenu;Tous;Canton;16 500;5;185
11;SO;Impôt sur le revenu;Tous;Canton;20 600;6,5;390
11;SO;Impôt sur le revenu;Tous;Canton;23 700;8;591
11;SO;Impôt sur le revenu;Tous;Canton;25 800;9;759
11;SO;Impôt sur le revenu;Tous;Canton;28 900;9,5;1 038
11;SO;Impôt sur le revenu;Tous;Canton;40 200;10;2 112
11;SO;Impôt sur le revenu;Tous;Canton;55 700;10,5;3 662
11;SO;Impôt sur le revenu;Tous;Canton;101 100;11,5;8 429
11;SO;Impôt sur le revenu;Tous;Canton;319 900;10,5;33 591
;;;;;;;
;;;;;;;
Barèmes;;;;;;;
2025;;;;;;;
Montant du diviseur;;0;;;;;
;;;;;;;
;;;;;;;
Canton-Id;Canton;Type d'impôt;Sujet fiscal;Autorité fiscale;Revenu imposable Confédération;En plus %;Montant de base CHF
21;TI;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;0;0;0
21;TI;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;12 500;0,16;0
21;TI;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;12 600;5,23;20
21;TI;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;17 500;5,95;276
21;TI;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;20 900;3,92;479
21;TI;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;26 100;7,5;683
21;TI;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;30 200;9,46;990
21;TI;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;40 000;10,38;1 917
21;TI;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;52 800;10,99;3 246
21;TI;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;58 800;11,8;3 839
21;TI;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;73 100;11,6;5 597
21;TI;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;91 500;12,47;7 731
21;TI;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;114 000;13,08;10 537
21;TI;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;227 900;14,04;25 435
21;TI;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;380 700;14,5;46 888
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;0;0;0
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;20 400;0,15;0
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;20 500;3,92;30
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;24 900;4,36;202
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;28 300;2,62;351
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;33 200;3,92;479
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;42 400;6,54;840
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;47 900;7,85;1 199
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;60 700;10,12;2 204
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;79 900;11,07;4 146
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;90 500;12,65;5 320
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;122 700;12,03;9 391
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;141 100;12,91;11 606
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;183 300;13,78;17 052
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;227 900;14,3;23 197
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;304 000;14,65;34 080
21;TI;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;761 500;14,5;101 103
;;;;;;;
Barèmes;;;;;;;
2025;;;;;;;
Montant du diviseur;;2;;;;;
;;;;;;;
;;;;;;;
Canton-Id;Canton;Type d'impôt;Sujet fiscal;Autorité fiscale;Revenu imposable Confédération;En plus %;Montant de base CHF
20;TG;Impôt sur le revenu;Tous;Canton;0;0;0
20;TG;Impôt sur le revenu;Tous;Canton;12 200;2;0
20;TG;Impôt sur le revenu;Tous;Canton;14 600;3;48
20;TG;Impôt sur le revenu;Tous;Canton;16 800;4;114
20;TG;Impôt sur le revenu;Tous;Canton;18 900;5;198
20;TG;Impôt sur le revenu;Tous;Canton;21 000;6;303
20;TG;Impôt sur le revenu;Tous;Canton;36 800;7;1 251
20;TG;Impôt sur le revenu;Tous;Canton;84 400;7,5;4 583
20;TG;Impôt sur le revenu;Tous;Canton;158 400;8;10 133
;;;;;;;
;;;;;;;
Barèmes;;;;;;;
2026;;;;;;;
Montant du diviseur;;0;;;;;
;;;;;;;
;;;;;;;
Canton-Id;Canton;Type d'impôt;Sujet fiscal;Autorité fiscale;Taux d'imposition;;
4;UR;Impôt sur le revenu;Tous;Canton;7,1;;
;;;;;;;
Barèmes;;;;;;;
2026;;;;;;;
Montant du diviseur;;0;;;;;
;;;;;;;
;;;;;;;
Canton-Id;Canton;Type d'impôt;Sujet fiscal;Autorité fiscale;Revenu imposable Confédération;En plus %;Montant de base CHF
23;VS;Impôt sur le revenu;Tous;Canton;0;2;0
23;VS;Impôt sur le revenu;Tous;Canton;5 000;2;0
23;VS;Impôt sur le revenu;Tous;Canton;10 000;2,8;0
23;VS;Impôt sur le revenu;Tous;Canton;20 000;4,6;0
23;VS;Impôt sur le revenu;Tous;Canton;30 000;6;0
23;VS;Impôt sur le revenu;Tous;Canton;40 000;7,4;0
23;VS;Impôt sur le revenu;Tous;Canton;50 000;8,7;0
23;VS;Impôt sur le revenu;Tous;Canton;60 000;10,2;0
23;VS;Impôt sur le revenu;Tous;Canton;70 000;11,5;0
23;VS;Impôt sur le revenu;Tous;Canton;80 000;13;0
23;VS;Impôt sur le revenu;Tous;Canton;90 000;13,3;0
23;VS;Impôt sur le revenu;Tous;Canton;100 000;13,5;0
23;VS;Impôt sur le revenu;Tous;Canton;200 000;14;0
23;VS;Impôt sur le revenu;Tous;Commune;0;2;0
23;VS;Impôt sur le revenu;Tous;Commune;5 000;2;0
23;VS;Impôt sur le revenu;Tous;Commune;10 000;2,7;0
23;VS;Impôt sur le revenu;Tous;Commune;15 000;3,6;0
23;VS;Impôt sur le revenu;Tous;Commune;20 000;4,4;0
23;VS;Impôt sur le revenu;Tous;Commune;30 000;5,8;0
23;VS;Impôt sur le revenu;Tous;Commune;40 000;6,8;0
23;VS;Impôt sur le revenu;Tous;Commune;50 000;7,5;0
23;VS;Impôt sur le revenu;Tous;Commune;60 000;8;0
23;VS;Impôt sur le revenu;Tous;Commune;80 000;8,8;0
23;VS;Impôt sur le revenu;Tous;Commune;90 000;9;0
23;VS;Impôt sur le revenu;Tous;Commune;180 000;9,9;0
23;VS;Impôt sur le revenu;Tous;Commune;200 000;10;0
;;;;;;;
;;;;;;;
Barèmes;;;;;;;
2026;;;;;;;
Montant du diviseur;;1,8;;;;;
;;;;;;;
;;;;;;;
Canton-Id;Canton;Type d'impôt;Sujet fiscal;Autorité fiscale;Revenu imposable Confédération;En plus %;Montant de base CHF
22;VD;Impôt sur le revenu;Marié(e);Canton;100;1;1
22;VD;Impôt sur le revenu;Marié(e);Canton;1 600;2;16
22;VD;Impôt sur le revenu;Marié(e);Canton;3 400;3;52
22;VD;Impôt sur le revenu;Marié(e);Canton;5 100;4;103
22;VD;Impôt sur le revenu;Marié(e);Canton;8 300;5;231
22;VD;Impôt sur le revenu;Marié(e);Canton;11 900;6;411
22;VD;Impôt sur le revenu;Marié(e);Canton;15 100;7;603
22;VD;Impôt sur le revenu;Marié(e);Canton;23 600;8;1 198
22;VD;Impôt sur le revenu;Marié(e);Canton;40 500;9;2 550
22;VD;Impôt sur le revenu;Marié(e);Canton;57 200;10;4 053
22;VD;Impôt sur le revenu;Marié(e);Canton;74 400;11;5 773
22;VD;Impôt sur le revenu;Marié(e);Canton;91 200;12;7 621
22;VD;Impôt sur le revenu;Marié(e);Canton;108 100;12,5;9 649
22;VD;Impôt sur le revenu;Marié(e);Canton;135 000;13;13 012
22;VD;Impôt sur le revenu;Marié(e);Canton;162 000;13,5;16 522
22;VD;Impôt sur le revenu;Marié(e);Canton;192 500;14;20 639
22;VD;Impôt sur le revenu;Marié(e);Canton;223 000;14,5;24 909
22;VD;Impôt sur le revenu;Marié(e);Canton;256 000;15;29 695
22;VD;Impôt sur le revenu;Marié(e);Canton;291 700;15,5;35 049
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;100;1;1
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;1 600;2;16
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;3 400;3;52
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;5 100;4;103
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;8 300;5;231
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;11 900;6;411
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;15 100;7;603
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;23 600;8;1 198
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;40 500;9;2 550
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;57 200;10;4 053
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;74 400;11;5 773
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;91 200;12;7 621
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;108 100;12,5;9 649
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;135 000;13;13 012
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;162 000;13,5;16 522
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;192 500;14;20 639
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;223 000;14,5;24 909
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;256 000;15;29 695
22;VD;Impôt sur le revenu;Personne vivant seule, avec / sans enfant;Canton;291 700;15,5;35 049
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;100;1;1
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;1 600;2;16
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;3 400;3;52
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;5 100;4;103
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;8 300;5;231
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;11 900;6;411
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;15 100;7;603
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;23 600;8;1 198
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;40 500;9;2 550
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;57 200;10;4 053
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;74 400;11;5 773
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;91 200;12;7 621
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;108 100;12,5;9 649
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;135 000;13;13 012
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;162 000;13,5;16 522
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;192 500;14;20 639
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;223 000;14,5;24 909
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;256 000;15;29 695
22;VD;Impôt sur le revenu;Personne vivant seule, avec enfant (en concubinage);Canton;291 700;15,5;35 049
;;;;;;;
Barèmes;;;;;;;
2026;;;;;;;
Montant du diviseur;;0;;;;;
;;;;;;;
;;;;;;;
Canton-Id;Canton;Type d'impôt;Sujet fiscal;Autorité fiscale;Revenu imposable Confédération;En plus %;Montant de base CHF
9;ZG;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;0;0,5;0
9;ZG;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;1 100;1;6
9;ZG;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;3 300;2;28
9;ZG;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;6 100;3;84
9;ZG;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;10 100;3,25;204
9;ZG;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;15 300;3,5;373
9;ZG;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;21 100;4;576
9;ZG;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;26 900;4,5;808
9;ZG;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;34 900;5,5;1 168
9;ZG;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;46 400;5,5;1 800
9;ZG;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;59 700;6,5;2 532
9;ZG;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;74 700;8;3 507
9;ZG;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;94 800;10;5 115
9;ZG;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;120 100;9;7 645
9;ZG;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;149 900;8;10 327
9;ZG;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;0;0,5;0
9;ZG;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;2 200;1;11
9;ZG;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;6 600;2;55
9;ZG;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;12 200;3;167
9;ZG;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;20 200;3,25;407
9;ZG;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;30 600;3,5;745
9;ZG;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;42 200;4;1 151
9;ZG;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;53 800;4,5;1 615
9;ZG;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;69 800;5,5;2 335
9;ZG;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;92 800;5,5;3 600
9;ZG;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;119 400;6,5;5 063
9;ZG;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;149 400;8;7 013
9;ZG;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;189 600;10;10 229
9;ZG;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;240 200;9;15 289
9;ZG;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;299 800;8;20 653
;;;;;;;
;;;;;;;
Barèmes;;;;;;;
2026;;;;;;;
Montant du diviseur;;0;;;;;
;;;;;;;
;;;;;;;
Canton-Id;Canton;Type d'impôt;Sujet fiscal;Autorité fiscale;Pour les prochains CHF;En plus %;
1;ZH;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;7 000;0;
1;ZH;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;5 000;2;
1;ZH;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;4 800;3;
1;ZH;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;8 000;4;
1;ZH;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;9 700;5;
1;ZH;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;11 200;6;
1;ZH;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;13 100;7;
1;ZH;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;17 600;8;
1;ZH;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;34 000;9;
1;ZH;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;33 700;10;
1;ZH;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;53 300;11;
1;ZH;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;69 300;12;
1;ZH;Impôt sur le revenu;Personne vivant seule, sans enfant;Canton;99 999 999;13;
1;ZH;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;14 100;0;
1;ZH;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;6 400;2;
1;ZH;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;8 100;3;
1;ZH;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;9 800;4;
1;ZH;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;11 200;5;
1;ZH;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;14 500;6;
1;ZH;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;32 200;7;
1;ZH;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;32 400;8;
1;ZH;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;48 500;9;
1;ZH;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;57 900;10;
1;ZH;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;62 900;11;
1;ZH;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;72 600;12;
1;ZH;Impôt sur le revenu;Personne mariée / vivant seule, avec enfant;Canton;99 999 999;13;
;;;;;;;
;;;;;;;
Canton-id;Canton;Diviseurs;;;;;
0;;1;;;;;
1;ZH;1;;;;;
2;BE;1;;;;;
3;LU;1;;;;;
4;UR;1;;;;;
5;SZ;1,9;;;;;
6;OW;1;;;;;
7;NW;1,85; ;;;;
8;GL;1,7;;;;;
9;ZG;1;;;;;
10;FR;2;;;;;
11;SO;1,9;;;;;
