Canton-Id;Canton;Type d'impot;Nom;Autorite fiscale;Revenu net / Fortune nette CHF;Deduction CHF
26;JU;Impôt sur le revenu;Déduction pour les rentiers de l'AVS/AI, les personnes mariées, une personne recevant la rente;Canton;38 900;7 200
26;JU;Impôt sur le revenu;Déduction pour les rentiers de l'AVS/AI, les personnes mariées, une personne recevant la rente;Canton;39 700;6 700
26;JU;Impôt sur le revenu;Déduction pour les rentiers de l'AVS/AI, les personnes mariées, une personne recevant la rente;Canton;40 600;6 200
26;JU;Impôt sur le revenu;Déduction pour les rentiers de l'AVS/AI, les personnes mariées, une personne recevant la rente;Canton;41 500;5 600
26;JU;Impôt sur le revenu;Déduction pour les rentiers de l'AVS/AI, les personnes mariées, une personne recevant la rente;Canton;42 300;5 100
26;JU;Impôt sur le revenu;Déduction pour les rentiers de l'AVS/AI, les personnes mariées, une personne recevant la rente;Canton;43 200;4 500
26;JU;Impôt sur le revenu;Déduction pour les rentiers de l'AVS/AI, les personnes mariées, une personne recevant la rente;Canton;44 000;4 000
26;JU;Impôt sur le revenu;Déduction pour les rentiers de l'AVS/AI, les personnes mariées, une personne recevant la rente;Canton;44 900;3 500
26;JU;Impôt sur le revenu;Déduction pour les rentiers de l'AVS/AI, les personnes mariées, une personne recevant la rente;Canton;45 800;2 900
26;JU;Impôt sur le revenu;Déduction pour les rentiers de l'AVS/AI, les personnes mariées, une personne recevant la rente;Canton;46 600;2 400
26;JU;Impôt sur le revenu;Déduction pour les rentiers de l'AVS/AI, les personnes mariées, une personne recevant la rente;Canton;47 500;1 800
26;JU;Impôt sur le revenu;Déduction pour les rentiers de l'AVS/AI, les personnes mariées, une personne recevant la rente;Canton;48 300;1 300
26;JU;Impôt sur le revenu;Déduction pour les rentiers de l'AVS/AI, les personnes mariées, une personne recevant la rente;Canton;49 200;800
26;JU;Impôt sur le revenu;Déduction pour les rentiers de l'AVS/AI, les personnes mariées, une personne recevant la rente;Canton;50 100;200
26;JU;Impôt sur le revenu;Déduction pour les rentiers de l'AVS/AI, les personnes mariées, une personne recevant la rente;Canton;50 900;0
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;0;10 300
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;37 200;9 700
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;38 000;9 200
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;38 900;8 600
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;39 700;8 100
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;40 600;7 600
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;41 500;7 000
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;42 300;6 500
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;43 200;5 900
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;44 000;5 400
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;44 900;4 900
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;45 800;4 300
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;46 600;3 800
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;47 500;3 200
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;48 300;2 700
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;49 200;2 200
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;50 100;1 600
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;50 900;1 100
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;51 800;500
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;52 600;0
26;JU;Impôt sur le revenu;Déduction pour les rentiers AVS/AI mariés, dont les deux partenaires sont bénéficiaires d'une rente;Canton;53 500;0
